Площадь,Количество комнат,Этаж,Количество этажей в доме,Цена,Адрес,Изображения,Описание,S3_изображения,Количество_фото
58.1,1,10,14,65100,Жилой район «Москва А101»,"['avatars.mds.yandex.net/get-realty-offers/14671802/0e8c26f9-5d21-44d8-99ee-dbfad22f4d2c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15049560/4e71008e-5a69-45a6-9286-e0b42ce683e1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18319046/1f707bc1-7185-4f07-910a-876414cea266/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16502204/cf55c4d7-effe-401e-b53d-bc74b7e7fbd2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15049560/126d4b00-0776-41da-a3b5-01f767c22ef1/app_snippet_large']","Лот квартира №6194. ВЫГОДА - Без залога - Платите арендный платеж картой любого Банка, кредитной/дебетовой и получайте бонусы в соответствии с условиями Банка - Без комиссии УСЛОВИЯ - Минимальный срок аренды 11 мес. - Можно с детьми - Можно с","['s3://realty-images/flats/24/image_1.jpg', 's3://realty-images/flats/24/image_2.jpg', 's3://realty-images/flats/24/image_3.jpg', 's3://realty-images/flats/24/image_4.jpg', 's3://realty-images/flats/24/image_5.jpg']",5
39.0,1,18,22,70000,ЖК «В стремлении к свету,"['avatars.mds.yandex.net/get-realty-offers/11508954/f6ad0e64-a6db-49f5-963b-7b217ddd6899/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17824425/431225b8-1993-4b12-8912-5bebe90d048b/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10144950/c163ebd5-774a-41dd-9a45-c4b8316293e1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13231274/f1d81f59-b43f-46b9-921e-bceeaf7348f5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/20092291/9b3ebe20-2741-4657-a708-5e7902695309/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 39 кв.м. с косметическим ремонтом на 18 этаже в 22-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Микроволновка,"['s3://realty-images/flats/25/image_1.jpg', 's3://realty-images/flats/25/image_2.jpg', 's3://realty-images/flats/25/image_3.jpg', 's3://realty-images/flats/25/image_4.jpg', 's3://realty-images/flats/25/image_5.jpg']",5
36.0,1,4,25,77000,"Москва,ЮАО,,микрорайон Северное Чертаново,5кВ","['avatars.mds.yandex.net/get-realty-offers/13094623/2c9b4b42-3e12-4527-aef2-7be7dcc60b6a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13745223/b256cd0c-0efc-4010-b0e0-e9c303b3d8da/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14918062/3dfdc617-bd43-4b69-8f86-ac254ad7e3b9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14785354/7aaf6c2d-b7e2-47db-b5e6-aebdc39ee3c9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13748114/5e82acf2-0270-4026-9677-81e43b0d14b1/app_snippet_large']",Сдаётся 1-комнатная квартира площадью 36 кв.м. с евроремонтом на 4 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина  Кондиционер  Бойлер  Пылесос Дом -,"['s3://realty-images/flats/26/image_1.jpg', 's3://realty-images/flats/26/image_2.jpg', 's3://realty-images/flats/26/image_3.jpg', 's3://realty-images/flats/26/image_4.jpg', 's3://realty-images/flats/26/image_5.jpg']",5
40.0,1,10,12,50500,"улица Амундсена,5","['avatars.mds.yandex.net/get-realty-offers/16258130/8dc2e11b-da57-40cf-a461-db4be1655795/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17783839/3452be82-9a6c-4536-82ed-140e3b5cb6a2/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11556715/ee918c12-e817-4a4b-ba0c-db17f3433f82/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18870748/141d178b-bb36-447a-acac-5e21192f7113/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15037245/9c56bb4a-3a29-458d-bd29-6c06a054cd8d/app_snippet_large']","Заезд возможен с 07.04.2026. Сдаётся 1-комнатная квартира площадью 40 кв.м. с косметическим ремонтом на 10 этаже в 12-этажном доме на срок от 11 месяцев. Из техники есть:  Духовой шкаф  Стиральная машина  Холодильник  Микроволновка Дом - панельный,","['s3://realty-images/flats/27/image_1.jpg', 's3://realty-images/flats/27/image_2.jpg', 's3://realty-images/flats/27/image_3.jpg', 's3://realty-images/flats/27/image_4.jpg', 's3://realty-images/flats/27/image_5.jpg']",5
32.0,1,8,12,55000,"Липецкая улица,12к2","['avatars.mds.yandex.net/get-realty-offers/14824781/30817e99-0f2e-4c4c-be39-a8a5923bc0d9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13580435/910d8b1e-b9e8-45a1-9e92-7351ddaabaec/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14178776/fcb91c3a-fde9-4287-bcdf-8beab30f6033/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16153614/bfa0d920-ff0a-4c04-bcba-29f54e2d92f7/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18041365/6fb8460f-9a66-4f3e-af65-bd6b16d46005/app_snippet_large']",Заезд возможен с 10.04.2026. Сдаётся 1-комнатная квартира площадью 32 кв.м. с косметическим ремонтом на 8 этаже в 12-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Посудомоечная машина,"['s3://realty-images/flats/28/image_1.jpg', 's3://realty-images/flats/28/image_2.jpg', 's3://realty-images/flats/28/image_3.jpg', 's3://realty-images/flats/28/image_4.jpg', 's3://realty-images/flats/28/image_5.jpg']",5
40.0,1,12,22,34500,ЖК «Новоград Павлино»,"['avatars.mds.yandex.net/get-realty-offers/10144950/6bc78046-02b9-4b88-90fb-f9df9a835d84/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10159823/3fae9fd0-d0ff-45fb-a7e2-03249385c7ef/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/9897712/f71088d5-cc14-4502-a8de-828e689cfbb1/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13732998/daa64ad6-ca20-4ccb-85ae-8be7c2aba565/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18734988/1de55ed2-a4ea-4407-8169-535f2e6484d2/app_snippet_large']","Заезд возможен с 20.04.2026. Сдаётся 1-комнатная квартира площадью 40 кв.м. с евроремонтом на 12 этаже в 22-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом - монолитный,","['s3://realty-images/flats/29/image_1.jpg', 's3://realty-images/flats/29/image_2.jpg', 's3://realty-images/flats/29/image_3.jpg', 's3://realty-images/flats/29/image_4.jpg', 's3://realty-images/flats/29/image_5.jpg']",5
25.0,1,7,9,63000,"улица Подольских Курсантов,6к2","['avatars.mds.yandex.net/get-realty-offers/14918728/b09e097c-d355-4aa1-952e-ebbea6ae8405/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/12346937/d1d0c3da-25e4-4f7c-8c4f-d55b9eec241d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11556715/b2abae20-c8fb-4208-8605-8ba48b38cd86/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11508954/f8974a50-d2e9-42cc-bdb3-80218966b018/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/17716653/84ab43b7-ccf7-4630-8f12-8ca6cf20c1d1/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 25 кв.м. с дизайнерским ремонтом на 7 этаже в 9-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Стиральная машина  Холодильник  Кондиционер  Микроволновка  Пылесос Дом - панельный, окна выходят","['s3://realty-images/flats/30/image_1.jpg', 's3://realty-images/flats/30/image_2.jpg', 's3://realty-images/flats/30/image_3.jpg', 's3://realty-images/flats/30/image_4.jpg', 's3://realty-images/flats/30/image_5.jpg']",5
38.0,1,25,25,82500,ЖК «В стремлении к свету,"['avatars.mds.yandex.net/get-realty-offers/19856232/4d62ead4-ba31-4677-bfcc-82bc093deeb9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13693183/3c23e18f-3e2c-4b6d-a177-4c2f6bc88e74/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15224678/87f43dd3-d09b-4602-8b91-225223cf1aa3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14919148/9632acdf-af43-486c-8490-2d1889bdf526/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10504775/241b0ff1-8044-4c4e-8c6d-e924d813b068/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 38 кв.м. с евроремонтом на 25 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер  Микроволновка  Пылесос Дом - монолитный, окна","['s3://realty-images/flats/31/image_1.jpg', 's3://realty-images/flats/31/image_2.jpg', 's3://realty-images/flats/31/image_3.jpg', 's3://realty-images/flats/31/image_4.jpg', 's3://realty-images/flats/31/image_5.jpg']",5
41.0,1,20,23,55000,ЖК «Квартал Некрасовка»,"['avatars.mds.yandex.net/get-realty-offers/15049560/fa9a69ca-c9dd-4054-8ba1-c5b0dc49c5b3/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/8332981/d4605228-0c79-468d-8a8b-e103ba34ee68/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15049560/714dc328-5b84-4665-8354-b67554adea4a/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15209291/3a45391e-b241-4d09-bbc0-7798748b95bc/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13814138/291a77f3-3088-440b-8cc5-dcd62ac50a79/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 41 кв.м. с косметическим ремонтом на 20 этаже в 23-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Кондиционер Дом - монолитный, окна выходят на","['s3://realty-images/flats/32/image_1.jpg', 's3://realty-images/flats/32/image_2.jpg', 's3://realty-images/flats/32/image_3.jpg', 's3://realty-images/flats/32/image_4.jpg', 's3://realty-images/flats/32/image_5.jpg']",5
45.0,1,7,25,85000,Апарт-комплекс «Левел Стрешнево»,"['avatars.mds.yandex.net/get-realty-offers/12720821/2fb37135-e07e-48c9-b477-f1398cc927e4/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16445801/2374ccbf-254b-4601-af18-640f3f9347d5/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/11484904/12001767-4388-48af-a3b0-6291ef59d965/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15204576/f0034d1b-ace9-4556-978b-8c5ecacae820/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15229691/433c4fcb-a171-461b-b4aa-3d67c1dc23a9/app_snippet_large']","ОБ АПАРТАМЕНТАХ Сдаются апартаменты в Апарт-комплексе «Level Стрешнево» от «Level Group». Дом сдан в 2022 г.  Техника: индукционная плита, стиральная, сушильная и посудомоечная машины, холодильник, телевизор  Мебель: кухонный гарнитур, шкафы:","['s3://realty-images/flats/33/image_1.jpg', 's3://realty-images/flats/33/image_2.jpg', 's3://realty-images/flats/33/image_3.jpg', 's3://realty-images/flats/33/image_4.jpg', 's3://realty-images/flats/33/image_5.jpg']",5
42.0,1,16,17,58500,"Загорьевская улица,23к1","['avatars.mds.yandex.net/get-realty-offers/15317712/5e46f530-e3d5-4b12-ab53-1dd32f52d62c/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/14919148/d352d08d-a303-4fed-8240-518af641740d/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16502204/89a1686c-5d1d-47b6-91d4-0fd7027ed8fa/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/18870748/a143553a-0fbd-4961-aa7e-a05dca5d89b7/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15540911/152a0bbd-d418-4992-a85b-5e86fb5a8dfd/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 42 кв.м. с евроремонтом на 16 этаже в 17-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Микроволновка Дом - панельный, окна выходят во двор и на","['s3://realty-images/flats/34/image_1.jpg', 's3://realty-images/flats/34/image_2.jpg', 's3://realty-images/flats/34/image_3.jpg', 's3://realty-images/flats/34/image_4.jpg', 's3://realty-images/flats/34/image_5.jpg']",5
33.0,1,13,25,53000,Путилково,"['avatars.mds.yandex.net/get-realty-offers/15216618/fdf49d07-b666-48e7-a705-7329b5e83616/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/10238482/86209a45-a5db-4508-8c86-b49cbab53397/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/15389651/c57b3cd6-dba4-4260-b353-544825ebe332/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/13912669/66bffe9e-77b5-452d-8b0f-8c83e7570ec9/app_snippet_large', 'avatars.mds.yandex.net/get-realty-offers/16153614/042fdb6a-b319-4a22-80e3-465c50625980/app_snippet_large']","Сдаётся 1-комнатная квартира площадью 33 кв.м. с евроремонтом на 13 этаже в 25-этажном доме на срок от 11 месяцев. Из техники есть:  Телевизор  Духовой шкаф  Стиральная машина  Холодильник  Микроволновка  Пылесос Дом - монолитный, окна выходят на","['s3://realty-images/flats/35/image_1.jpg', 's3://realty-images/flats/35/image_2.jpg', 's3://realty-images/flats/35/image_3.jpg', 's3://realty-images/flats/35/image_4.jpg', 's3://realty-images/flats/35/image_5.jpg']",5
